"date","googLVL","volLVL","dif_highlowLVL","googRET","daxRET","y_closeRET"
"2012-03-27",90,88772,2.299995,0.0224728558520582,-4.66273445454135e-05,0.0032441391245781
"2012-03-28",88,106577,2.14999399999999,-0.0224728558520582,-0.0113798366328837,-0.00446341180599319
"2012-03-29",85,200263,5.099998,-0.0346855579878902,-0.0178252306842026,-0.0402460379935237
"2012-03-30",87,129119,2.75,0.023256862164267,0.010372004402587,0.023432067894829
"2012-04-02",90,113679,4.199996,0.0339015516756813,0.0156849691106906,0.0200620525979964
"2012-04-03",88,153755,2.699997,-0.0224728558520582,-0.0105949405466674,-0.0155231960146827
"2012-04-04",84,132067,4.25,-0.0465200156348935,-0.0287997287218449,-0.0377561633684582
"2012-04-05",85,135367,3.549995,0.0118344576470033,-0.00129804361121799,0.00639252139950042
"2012-04-10",91,144739,3.799995,0.0682082500265331,-0.0252342640445615,-0.0328181007653017
"2012-04-11",85,110552,6,-0.0682082500265331,0.0102853072024427,0.0289875193139899
"2012-04-12",88,107291,2.35000600000001,0.0346855579878902,0.0102118052530944,0.0135537696518799
"2012-04-13",89,103706,2.650002,0.0112995552539328,-0.0239132962474571,-0.0135537696518799
"2012-04-16",94,108191,3.400001,0.0546584125378642,0.00625178176164987,0.00679988161809408
"2012-04-17",97,106288,3.150002,0.031416196233379,0.0261906183925795,0.0138802985567876
"2012-04-18",86,92975,2.5,-0.120363682249875,-0.01019295948376,-0.00881058776319765
"2012-04-19",89,123792,4.5,0.0342890734786323,-0.00907391673422175,-0.0269074697762246
"2012-04-20",88,119368,1.650001,-0.0112995552539328,0.0117575158616994,-0.0209981645232391
"2012-04-23",91,135437,4.5,0.0335226920386429,-0.0342259070232593,-0.0309788723348579
"2012-04-24",88,98199,2.599998,-0.0335226920386429,0.0102811929139079,0.0256597285407238
"2012-04-25",88,85230,2.400001,0,0.017163357009693,0.0263173083173731
"2012-04-26",86,325599,10.349998,-0.0229895182246995,0.0052661307410613,0.0754367358330539
"2012-04-27",81,244009,5.300003,-0.0598981415810682,0.00907161163477532,0.0206602418026804
"2012-04-30",86,147632,2.599998,0.0598981415810682,-0.00591778377427055,0.0140572014649401
"2012-05-02",87,257295,2.40000900000001,0.0115608224010764,-0.00748519986063911,0.00579935912957463
"2012-05-03",91,254740,3.64999399999999,0.044951387862266,-0.00243637915786188,0.0217358871759066
"2012-05-04",84,174900,4.75,-0.0800427076735364,-0.0200626263351023,-0.0298644632784173
"2012-05-07",91,138533,5.699997,0.0800427076735364,0.00121998269348289,-0.00194514756269815
"2012-05-08",87,122168,3.74999199999999,-0.044951387862266,-0.0191703481427936,-0.0160945265217309
"2012-05-09",87,125911,3.800003,0,0.00473216146275846,-0.00277391105367908
"2012-05-10",86,106931,3.299995,-0.0115608224010764,0.00657108841639875,-0.0123779022439443
"2012-05-11",88,106370,3.75,0.0229895182246995,0.00945655331540074,0.0210701577522334
"2012-05-14",92,59272,3.099999,0.0444517625708336,-0.0196385898764788,-0.0214719660775176
"2012-05-15",87,92966,3,-0.0558804583944568,-0.00792193298574873,-0.00160905103746067
"2012-05-16",82,111594,2.199997,-0.0591888713903304,-0.00262806138595018,-0.0141903864464084
"2012-05-17",80,79948,2.450005,-0.0246926125903721,-0.0118647104446978,-0.0106732951273854
"2012-05-18",84,102467,2.849999,0.0487901641694322,-0.00599989168471105,-0.0233831447100306
"2012-05-21",87,97601,3.549995,0.0350913198112703,0.0094935784661736,0.00589727907140336
"2012-05-22",89,96820,3.599999,0.0227282510775559,0.0163805662031802,0.0427520668443702
"2012-05-23",89,93806,3.699997,0,-0.0235599253575494,-0.031891517365854
"2012-05-24",81,99994,3.300003,-0.0941872150597005,0.00478353518193586,-0.00124715046817947
"2012-05-25",86,58826,1.75,0.0598981415810682,0.00380059352895046,0.0107572656378983
"2012-05-28",85,28363,2.25,-0.0116960397631907,-0.00264547705423368,-0.00164742209852964
"2012-05-29",85,99909,3.25,0,0.0115802757222738,0.03761813829757
"2012-05-30",89,64175,3.75,0.045985113241823,-0.0183067641890062,-0.0326839260855269
"2012-05-31",86,100154,3.849998,-0.0342890734786323,-0.00261772757103884,-0.00164207755141543
"2012-06-01",85.1433410657055,185471,6,-0.0100110946020084,-0.0347733910596411,-0.0346951748355675
"2012-06-04",88.3362163556694,101349,5,0.0368139731227162,-0.0119816770419199,-0.0289125295549262
"2012-06-05",83.0147575390628,74723,3.449997,-0.0621317811070057,-0.0014781307581373,0.00611093130894336
"2012-06-06",86.2076328290268,143941,2.799995,0.0377403279828465,0.0206566745781664,0.0219504833009871
"2012-06-07",85.1433410657055,119535,4.849998,-0.012422519998557,0.00820875948586952,0.0110077573526128
"2012-06-08",79.8218822490989,87161,2.400001,-0.0645385211375711,-0.00218335684132676,-0.0101566424076172
"2012-06-11",88.3362163556694,117812,8.400001,0.101352494260287,0.0016672249101255,0.00804916006805279
"2012-06-12",86.2076328290268,77371,4.400001,-0.0243914531241591,0.00328238841122364,0.00294921640308221
"2012-06-13",80.8861740124202,101634,4.900001,-0.0637158143861072,-0.00142117800864305,-0.0212593044194822
"2012-06-14",80.8861740124202,81611,2.699996,0,-0.00225860611192097,-0.0125406702976356
"2012-06-15",85.1433410657055,103452,2.25,0.0512932943875501,0.0146833404598201,0.0164008938179077
"2012-06-18",89.4005081189907,71782,3.25,0.0487901641694322,0.00301180316984784,-0.000428199530051465
"2012-06-19",83.0147575390628,71656,2.5,-0.0741079721537217,0.0182630647296715,0.0195087015833613
"2012-06-20",84.0790493023841,70106,2.599998,0.0127390257774298,0.00451100966879991,0.00251673789503482
"2012-06-21",83.0147575390628,68977,2.800003,-0.0127390257774298,-0.00769520884532326,-0.0151965355202694
"2012-06-22",83.0147575390628,114831,2.300003,0,-0.0126730993111703,-0.0162953945361268
"2012-06-25",94.7219669355973,86668,2.700005,0.131927543042548,-0.021114637609017,-0.0245089204301028
"2012-06-26",90.4647998823121,71244,2.849999,-0.045985113241823,0.000700917126419398,-0.00221778759730284
"2012-06-27",84.0790493023841,71163,3.199996,-0.0732034040232952,0.0149287392061641,0.00354612076873995
"2012-06-28",78.7575904857776,57648,2.900001,-0.0653827592628522,-0.0127767655116493,0.00441501820911672
"2012-06-29",84.0790493023841,132227,3.799995,0.0653827592628522,0.0424010040699905,0.0460593400568108
"2012-07-02",89.4005081189907,137821,2,0.0613689463762919,0.0123604530605022,-0.00675388803378585
"2012-07-03",87.2719245923481,237187,1.75,-0.0240975515790609,0.0125637358640418,0.00549098739733989
"2012-07-04",86.2076328290268,69424,3.150001,-0.0122700925918142,-0.00204065292385458,0.0129736326440479
"2012-07-05",91.5290916456334,258217,6.449997,0.0598981415810691,-0.00446396814417227,0.0647983860184169
"2012-07-06",86.2076328290268,113251,3.25,-0.0598981415810691,-0.0193816347584619,-0.0232614863553104
"2012-07-09",94.7219669355973,92766,3,0.0941872150597014,-0.0035225232789049,-0.00199640716332183
"2012-07-10",91.5290916456334,74955,4.199997,-0.0342890734786323,0.00791531501224263,0.0166472258354613
"2012-07-11",89.4005081189907,58589,2.300004,-0.023530497410194,0.00240766531112513,-0.0126583892105847
"2012-07-12",91.5290916456334,87111,2.900002,0.023530497410194,-0.00535998540717664,0.0165815014354012
"2012-07-13",87.2719245923481,263519,6.099999,-0.0476280489892549,0.0212315652511847,0.0361438586397531
"2012-07-16",94.7219669355973,103204,1.75,0.0819171224678872,0.00131376000497418,-0.00758153779727699
"2012-07-17",91.5290916456334,107299,2.949997,-0.0342890734786323,0.0018138322238439,-0.00610679760427235
"2012-07-18",91.5290916456334,53614,2.59999099999999,0,0.0161033944982965,0.0102837774293114
"2012-07-19",87.2719245923481,74030,1.90000900000001,-0.0476280489892549,0.0110052825646889,0.00529099513848674
"2012-07-20",86.2076328290268,134121,3.59999099999999,-0.0122700925918142,-0.0191768924784927,-0.00832700506061634
"2012-07-23",90.4647998823121,117867,2.25,0.0482021018178784,-0.0322940607651283,-0.0265757745502233
"2012-07-24",92.5933834089547,86616,1.949997,0.023256862164267,-0.00451530953894341,-0.0102001900786632
"2012-07-25",89.4005081189907,92307,3.89999399999999,-0.0350913198112703,0.00251777141684784,0.0156497712997465
"2012-07-26",86.2076328290268,332724,8.699997,-0.0363676441708751,0.0271682613720348,-0.0408058268200664
"2012-07-27",87.2719245923481,170366,4.050003,0.0122700925918142,0.0160396830835339,0.0104586231292449
"2012-07-30",91.5290916456334,100134,3.5,0.0476280489892549,0.0125764510925741,0.0256778878142763
"2012-07-31",91.5290916456334,121080,3.25,0,-0.00026579809628835,0.0124033062968367
"2012-08-01",86.2076328290268,61202,1.800003,-0.0598981415810691,-0.00263180070752611,-0.00192789721726871
"2012-08-02",86.2076328290268,129182,4.10000600000001,0,-0.0222110944187399,-0.0136003647475889
"2012-08-03",83.0147575390628,96522,5.40000900000001,-0.0377403279828465,0.0385402699209205,0.0273989963934183
"2012-08-06",94.7219669355973,103819,3.29998799999998,0.131927543042548,0.00769861533681926,0.00531509965077781
"2012-08-07",88.3362163556694,128885,3.39999399999999,-0.0697957619355423,0.00709027935241124,0.0202405483272985
"2012-08-08",88.3362163556694,79733,2.64999399999999,0,-0.000258401044558099,-0.0111941467431524
"2012-08-09",87.2719245923481,83113,3.550003,-0.0121213605323449,-0.000166485727852717,0.0108229980986492
"2012-08-10",85.1433410657055,55133,2.10000600000001,-0.0246926125903713,-0.00293757731360955,-0.000742599357454132
"2012-08-13",95.7862586989187,60525,1.89999399999999,0.117783035656384,-0.00503527528088021,-0.008955373283138
"2012-08-14",92.5933834089547,49120,1.34999099999999,-0.0339015516756813,0.00932153584649242,0.0078402718977344
"2012-08-15",93.657675172276,38407,1.5,0.0114286958236223,-0.00396379450882023,-0.00634205438902136
"2012-08-16",90.4647998823121,66038,1.75,-0.0346855579878893,0.00709892030970849,-0.00562958864318475
"2012-08-17",88.3362163556694,56940,1.949997,-0.0238106486937193,0.0063531316108083,0.0153130013667786
"2012-08-20",98.9791339888826,54686,2.300003,0.113758885356658,-0.00102308101962834,-0.00482998534734413
"2012-08-21",94.7219669355973,57076,2.050003,-0.0439631234211157,0.0078793366650789,0.00334632775562937
"2012-08-22",94.7219669355973,43899,1.39999399999999,0,-0.0101467475443151,-0.00521026119369239
"2012-08-23",92.5933834089547,54927,2.550003,-0.0227282510775559,-0.00976289200825775,-0.00673902947095772
"2012-08-24",92.5933834089547,74859,4.25,0,0.00308894097382506,-0.0197275437172051
"2012-08-27",94.7219669355973,29036,2.09999099999999,0.0227282510775559,0.0108971741285444,0.0102917315428037
"2012-08-28",93.657675172276,56701,2.449997,-0.0112995552539337,-0.0063729188757975,0.0049176871207246
"2012-08-29",90.4647998823121,56861,1.85000600000001,-0.0346855579878893,0.00112602698640707,0.00564441761967771
"2012-08-30",88.3362163556694,86721,5.199997,-0.0238106486937193,-0.0165513764014484,-0.0335780793818072
"2012-08-31",90.4647998823121,77006,2.60000600000001,0.0238106486937193,0.0108609581972523,0.00503189747544575
"2012-09-03",92.5933834089547,64674,3.550003,0.023256862164267,0.00629792375281468,-0.0167416954188777
"2012-09-04",102.172009278847,102876,4.550003,0.0984400728132524,-0.0117944410543611,-0.0311029942308636
"2012-09-05",106.429176332132,64244,2.349998,0.0408219945202548,0.00462103997340613,0.00766600489239799
"2012-09-06",93.657675172276,81293,4.64999399999999,-0.127833371509885,0.0286801216901349,0.0359225126802727
"2012-09-07",91.5290916456334,86276,2.5,-0.0229895182246986,0.00655967855065853,-0.00271785060270524
"2012-09-10",97.9148422255613,51537,2.300003,0.0674412807955331,-0.000110866912020668,0.00310554590185497
"2012-09-11",91.5290916456334,57176,2.800003,-0.0674412807955331,0.0132762799437653,0.0138570575972059
"2012-09-12",90.4647998823121,155707,3.40000900000001,-0.0116960397631907,0.00456132138449838,0.0129131834673988
"2012-09-13",88.3362163556694,125638,1.10000600000001,-0.0238106486937193,-0.00453259979361498,-0.000755047240590834
"2012-09-14",89.4005081189907,190841,5.75,0.011976191046716,0.0138308072323081,0.0425124097526854
"2012-09-17",91.5290916456334,51739,1.5,0.023530497410194,-0.00113931500425934,-0.00762937760642757
"2012-09-18",94.7219669355973,78635,2.75,0.0342890734786323,-0.00759254652323094,-0.0258603243192193
"2012-09-19",89.4005081189907,101259,2.300003,-0.0578195708888263,0.00584456960643465,0.00745715577442496
"2012-09-20",86.2076328290268,79195,2.25,-0.0363676441708751,-0.000171787622416986,-0.00260372839817524
"2012-09-21",87.2719245923481,165915,3.25,0.0122700925918142,0.00837272205179218,0.0184507079131162
"2012-09-24",93.657675172276,101825,1.449997,0.0706175672139535,-0.00517465392881178,0.00292073233379941
"2012-09-25",88.3362163556694,102774,3.64999399999999,-0.0584962066816086,0.0016106607533164,-0.00695080194690956
"2012-09-26",86.2076328290268,88946,5.09999099999999,-0.0243914531241591,-0.0202161614438197,-0.0393088236447667
"2012-09-27",90.4647998823121,147847,3.35000600000001,0.0482021018178784,0.00185497274538982,-0.00344232128146515
"2012-09-28",89.4005081189907,123742,2.34999099999999,-0.0118344576470033,-0.0101847361411913,-0.00230152002975448
"2012-10-01",94.7219669355973,150074,2.40000900000001,0.0578195708888263,0.0152077456589801,0.00345023930940158
"2012-10-02",87.2719245923481,76607,2.699997,-0.0819171224678872,-0.00285255465720269,0.0133056521432904
"2012-10-04",87.2719245923481,182006,3.84999099999999,0,-8.89602210172313e-05,0.00827387965461845
"2012-10-05",83.0147575390628,91466,1.949997,-0.0500104205746608,0.0126043498703154,0.0111733005981254
"2012-10-08",87.2719245923481,82236,2.14999399999999,0.0500104205746608,-0.0145226290604068,-0.016430518805735
"2012-10-09",85.1433410657055,58093,1.85000600000001,-0.0246926125903713,-0.00780414142956687,0.0052572182076096
"2012-10-10",81.9504657757415,85186,1.84999099999999,-0.0382212128201971,-0.00405821782199922,-0.000749389336292872
"2012-10-11",86.2076328290268,62319,2.85000600000001,0.0506437328187541,0.0105572297684251,0.0104401322293883
"2012-10-12",81.9504657757415,51022,2.64999399999999,-0.0506437328187541,-0.00678097063741134,-0.0130672007617871
"2012-10-15",95.7862586989187,50041,2.300003,0.156004248476581,0.00396858275117573,-0.00301098461967797
"2012-10-16",90.4647998823121,61488,2.449997,-0.0571584138399484,0.0157161031772048,0.00676192666753206
"2012-10-17",88.3362163556694,59065,2.39999399999999,-0.0238106486937193,0.0024751225116475,0.0126489557071245
"2012-10-18",79.8218822490989,95969,2.79998799999998,-0.101352494260287,0.00575524898915702,0.0132209269120249
"2012-10-19",83.0147575390628,120449,2.300003,0.0392207131532816,-0.00763809072098631,0.0123279079879275
"2012-10-22",87.2719245923481,93171,2.550003,0.0500104205746608,-0.007150950399053,-0.00650757163116733
"2012-10-23",88.3362163556694,60123,3.64999399999999,0.0121213605323449,-0.0212892655280665,-0.0186716236456848
"2012-10-24",86.2076328290268,205347,7.14999399999999,-0.0243914531241591,0.00266733233023864,0.0366447882084664
"2012-10-25",86.2076328290268,171303,4.75,0,0.00102547649380469,0.0246317861495129
"2012-10-26",86.2076328290268,92036,2.65000900000001,0,0.00438192809694549,0.00450837584481611
"2012-10-29",86.2076328290268,66847,2.050003,0,-0.00397505499099537,0.00172860890061788
"2012-10-30",84.0790493023841,123771,4.39999399999999,-0.0250013022054167,0.0112152215016188,0.0346267173496067
"2012-10-31",80.8861740124202,190034,3.89999399999999,-0.0387145121806904,-0.00326847596910973,0.00366353781940987
"2012-11-01",84.216850662669,110420,3.550003,0.040352120596693,0.0102821538500706,0.0207278948023202
"2012-11-02",82.3028313294266,94350,2.5,-0.0229895182246986,0.00383416744007192,0.000325593351629294
"2012-11-05",86.1308699959115,62483,1.70001200000002,0.0454623740767568,-0.00508906039857848,-0.00817131496135381
"2012-11-06",86.1308699959115,233958,3.550003,0,0.00697619107919145,-0.0306588885285093
"2012-11-07",81.3458216628053,102123,3.300003,-0.0571584138399484,-0.0198396427999246,-0.00576961395048858
"2012-11-08",79.4318023295629,101896,3.800003,-0.0238106486937184,-0.00386072266491411,-0.0164725347832322
"2012-11-09",83.2598409960478,94023,3,0.0470675108579854,-0.00577098397163844,0
"2012-11-12",89.9589086623965,38879,1.550003,0.0773866636154201,0.000733975844982027,-0.000692322645008403
"2012-11-13",86.1308699959115,68730,2.199997,-0.0434851119397388,5.02655905929572e-05,-0.00416371875822374
"2012-11-14",84.216850662669,56423,2.699997,-0.0224728558520582,-0.00941777074491235,-0.010485939971228
"2012-11-15",82.3028313294266,40176,1.5,-0.0229895182246986,-0.00827132245203188,-0.00776022236534413
"2012-11-16",81.3458216628053,111820,2.89999399999999,-0.0116960397631916,-0.0132759518608765,-0.00889210928744788
"2012-11-19",84.216850662669,78524,5.64999399999999,0.0346855579878902,0.0246289992553237,0.0477859420911475
"2012-11-20",82.3028313294266,89340,3.04998799999998,-0.0229895182246986,0.00687573166450939,0.0135320059438993
"2012-11-21",81.3458216628053,98365,3.25,-0.0116960397631916,0.00163253577435896,0.0163309543506696
"2012-11-22",78.4747926629416,52285,1.90000900000001,-0.0359320092260633,0.00835507638438848,-0.00364301118560206
"2012-11-23",77.5177829963204,32328,1.89999399999999,-0.0122700925918142,0.00881400781595332,0.00099491965433085
"2012-11-26",85.1738603292903,66908,2.39999399999999,0.0941872150597005,-0.00234229420222754,-0.00199073052500243
"2012-11-27",80.3888119961841,58588,2.300003,-0.0578195708888254,0.00551140636439484,0.0161426465377579
"2012-11-28",78.4747926629416,56943,1.59999099999999,-0.0240975515790609,0.00150998585810314,-0.00360126763675517
"2012-11-29",76.5607733296991,97263,2.75,-0.0246926125903713,0.00780638261224453,0.0169110111393751
"2012-11-30",78.4747926629416,92203,2,0.0246926125903713,0.000613251128797287,0.00866912485298332
"2012-12-03",83.2598409960478,87203,2.449997,0.0591888713903304,0.00400385167120376,-0.00705804027594681
"2012-12-04",78.4747926629416,64091,1.800003,-0.0591888713903304,-1.20836591435136e-05,-0.000322028658503726
"2012-12-05",77.5177829963204,88992,3.300003,-0.0122700925918142,0.00260982266632226,-0.0155796332225746
"2012-12-06",72.7327346632142,119016,2.949997,-0.0637158143861081,0.0106732288872067,0.0223201690302757
"2012-12-07",72.7327346632142,78854,1.699997,0,-0.00222427092069211,0.00383136487677938
"2012-12-10",81.3458216628053,59887,2.550003,0.111917916203986,0.00174368591644303,0.00254620763800073
"2012-12-11",79.4318023295629,64596,2.949997,-0.0238106486937184,0.00778145084242254,0.0148290524425096
"2012-12-12",76.5607733296991,53821,1.550003,-0.0368139731227162,0.00329376114946633,0.00531006099149156
"2012-12-13",74.6467539964567,63973,1.75,-0.0253178079842904,-0.00431803731171954,-0.0015588467692913
"2012-12-14",73.6897443298354,58857,1.300003,-0.0129034048359076,0.00190931738297984,-0.00156128056695248
"2012-12-17",81.3458216628053,63179,1.5,0.0988458346366325,0.00111433436628872,0.00218514832348404
"2012-12-18",76.5607733296991,80774,1.5,-0.0606246218164346,0.00637549404467919,-0.00156030607806557
"2012-12-19",73.6897443298354,77247,1.35000600000001,-0.038221212820198,0.0019475066883512,-0.00187560537360376
"2012-12-20",69.8617056633505,82241,2.949997,-0.0533459807052923,0.000469355571892649,0.00187560537360376
"2012-12-21",69.8617056633505,132194,4.14999399999999,0,-0.00468636140786849,0.0164166236094339
"2012-12-27",83.2598409960478,65927,2.59999099999999,0.175448677506192,0.00256994149152945,-0.0061633477076688
"2012-12-28",82.3028313294266,44548,1.949997,-0.0115608224010755,-0.00569676375356032,0.0061633477076688
"2013-01-02",83.2598409960478,78055,6.60000600000001,0.0115608224010755,0.021622284904641,0.0362030486639604
"2013-01-03",88.044889329154,45931,2.699997,0.0558804583944568,-0.00287602747727433,-0.00653989262924792
"2013-01-04",86.1308699959115,61725,2.449997,-0.0219789067187754,0.00256620493818538,-0.0005966050349695
"2013-01-07",88.044889329154,46327,2.699997,0.0219789067187754,-0.00563672595415809,-0.0214154042642232
"2013-01-08",87.0878796625328,46511,2.5,-0.0109290705321898,-0.00477430356438546,-0.0147422446084917
"2013-01-09",84.216850662669,115040,3.5,-0.0335226920386438,0.00319663700288331,-0.0149629286496458
"2013-01-10",87.0878796625328,99786,2.199997,0.0335226920386438,-0.00155551866624748,0.00968910855166794
"2013-01-11",83.2598409960478,54292,5.050003,-0.0449513878622669,0.000915400738195515,0.0236679615772442
"2013-01-14",91.872927995639,56418,2.34999099999999,0.0984400728132524,0.00181161459534351,0.00303306257271974
"2013-01-15",90.9159183290177,44915,2.800003,-0.0104712998672953,-0.00695989398453101,-0.00485734396518911
"2013-01-16",89.9589086623965,41866,3.35000600000001,-0.0105821093305369,0.00198082804988076,0.0117986362334594
"2013-01-17",83.2598409960478,71645,2.050003,-0.0773866636154201,0.00574724556364359,-0.00603320080416747
"2013-01-18",87.0878796625328,44118,1.85000600000001,0.0449513878622669,-0.00430505243326351,0.00753583068870256
"2013-01-21",89.0018989957752,21306,2.25,0.0217399866364056,0.00603582336764497,0.00837321892743947
"2013-01-22",87.0878796625328,51466,2.90000900000001,-0.0217399866364056,-0.00681772326526797,0.00297353783083398
"2013-01-23",85.1738603292903,46657,2.40000900000001,-0.022223136784711,0.00147108074894398,0.0115131131498059
"2013-01-24",84.216850662669,50350,1.75,-0.0112995552539328,0.00525243325213864,-0.00205674227831576
"2013-01-25",85.1738603292903,77831,3.89999399999999,0.0112995552539328,0.0140768218973371,0.0160470255975174
"2013-01-28",87.0878796625328,57810,2.04998799999998,0.022223136784711,-0.0031827523392991,0.00692242170383661
"2013-01-29",90.9159183290177,45828,3.050003,0.0430173850836901,0.00198574878548285,-0.00721191657014675
"2013-01-30",90.9159183290177,68121,2.5,0,-0.00475863615678485,-0.00115873131005451
"2013-01-31",89.9589086623965,80727,2.75,-0.0105821093305369,-0.00452421891218258,-0.0143047073763407
"2013-02-01",87.9707753660059,78112,3.89999399999999,-0.0223483344445921,0.00734691188600856,0.022962770119455
"2013-02-04",93.0265670537074,66615,6.949997,0.0558804583944568,-0.0252294856611641,-0.0324163471714067
"2013-02-05",88.9819337035462,73755,3.35000600000001,-0.0444517625708336,0.00345427589763148,-0.0131462725071589
"2013-02-06",86.9596170284656,72321,3.5,-0.0229895182246986,-0.0109512906469682,-0.00331377320845583
"2013-02-07",83.9261420158447,62156,3.050003,-0.03550668845691,0.00127470393015727,-0.000905624212839129
